ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-17T21:23:46.321918+00:00,1768685026.321918,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260117_212346.csv run_id=20260117_212346_13f1dc47,runs\btc15m_live_v2_20260117_212346.csv,20260117_212346_13f1dc47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:23:51.857146+00:00,1768685031.857146,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95340.42 kr_mid=95328.45 composite=95334.44 diff=+11.97,95340.42,95328.45,95334.44,+11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:23:51.857531+00:00,1768685031.857531,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768685030884 now_ms_local=1768685030884 trades_ingested=100 vwap_count=100 vwap_60s=95343.73 vwap_age_ms=4162 cb_bid=95340.42 cb_ask=95340.43 cb_mid=95340.42,1768685030884,1768685030884,100,100,95343.73,4162,95340.42,95340.43,95340.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:23:53.614816+00:00,1768685033.614816,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$17.74 portfolio_value=$3.85,17.74,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:23:53.677677+00:00,1768685033.677677,INFO,__main__,,21:23:52Z  KXBTC15M-26JAN171630-30  tte=6m07s  spot=$95340.42  strike=$95338.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=50.79%  mkt=57.00%  EV_yes=-8.21%  EV_no=-1.79%  decision=-  kelly=-  qty=-,21:23:52Z  KXBTC15M-26JAN171630-30  tte=6m07s  spot=$95340.42  strike=$95338.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=50.79%  mkt=57.00%  EV_yes=-8.21%  EV_no=-1.79%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:23:53.678003+00:00,1768685033.678003,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171630-30,KXBTC15M-26JAN171630-30,,,,,,,,,,,,,,,,,,,,20260117_212346_13f1dc47,0,,KXBTC15M-26JAN171630-30,,,,,,,,95340.42499999999,95338.24,floor_strike,367,,,taker,,,,,0.5079294443130493,0.4920705556869507,0.57,0.49,,,,,,,"{""coinbase_best_ask"": 95340.43, ""coinbase_best_bid"": 95340.42, ""coinbase_mid_usd"": 95340.42499999999, ""coinbase_vwap_60s"": 95343.72880594943, ""coinbase_vwap_age_ms"": 4162, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-17T21:24:03.606260+00:00,1768685043.606260,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95326.17 kr_mid=95328.45 composite=95327.31 diff=-2.28,95326.17,95328.45,95327.31,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:24:03.606555+00:00,1768685043.606555,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768685042499 now_ms_local=1768685042499 trades_ingested=25 vwap_count=125 vwap_60s=95343.35 vwap_age_ms=4120 cb_bid=95326.17 cb_ask=95326.18 cb_mid=95326.17,1768685042499,1768685042499,25,125,95343.35,4120,95326.17,95326.18,95326.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:24:04.691761+00:00,1768685044.691761,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$17.74 portfolio_value=$3.36,17.74,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T21:24:04.746418+00:00,1768685044.746418,INFO,__main__,,21:24:04Z  KXBTC15M-26JAN171630-30  tte=5m55s  spot=$95326.17  strike=$95338.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=38.67%  mkt=43.00%  EV_yes=-6.33%  EV_no=1.33%  decision=NO  kelly=0.79%  qty=1,21:24:04Z  KXBTC15M-26JAN171630-30  tte=5m55s  spot=$95326.17  strike=$95338.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=38.67%  mkt=43.00%  EV_yes=-6.33%  EV_no=1.33%  decision=NO  kelly=0.79%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
