ticker,p_yes,y
KXBTC15M-26JAN172045-45,0.5541892051696777,0
KXBTC15M-26JAN172100-00,0.4085797369480133,0
KXBTC15M-26JAN172115-15,0.6926878690719604,1
KXBTC15M-26JAN172130-30,0.7465445399284363,1
KXBTC15M-26JAN172145-45,0.1925937980413437,0
KXBTC15M-26JAN172200-00,0.7368455529212952,1
KXBTC15M-26JAN172215-15,0.6716944575309753,1
KXBTC15M-26JAN172230-30,0.4048458337783813,1
KXBTC15M-26JAN172245-45,0.6800283193588257,1
KXBTC15M-26JAN172300-00,0.601674497127533,1
KXBTC15M-26JAN172315-15,0.3297697305679321,0
KXBTC15M-26JAN172330-30,0.3443596065044403,0
KXBTC15M-26JAN172345-45,0.205235481262207,0
KXBTC15M-26JAN180015-15,0.2900330126285553,0
KXBTC15M-26JAN180245-45,0.2217785120010376,0
KXBTC15M-26JAN180300-00,0.7151942849159241,1
KXBTC15M-26JAN180315-15,0.2614898085594177,1
KXBTC15M-26JAN180330-30,0.377151221036911,1
KXBTC15M-26JAN180345-45,0.6064453721046448,1
KXBTC15M-26JAN180400-00,0.3767376840114593,1
KXBTC15M-26JAN180415-15,0.4605659246444702,0
KXBTC15M-26JAN180430-30,0.627138614654541,1
KXBTC15M-26JAN180445-45,0.6101157069206238,1
KXBTC15M-26JAN180500-00,0.6802576184272766,1
KXBTC15M-26JAN180515-15,0.2866311371326446,0
KXBTC15M-26JAN180530-30,0.406118243932724,0
KXBTC15M-26JAN180545-45,0.5590910911560059,1
KXBTC15M-26JAN180600-00,0.4978857338428497,1
KXBTC15M-26JAN180615-15,0.3413726687431335,0
KXBTC15M-26JAN180630-30,0.4290881752967834,0
KXBTC15M-26JAN180645-45,0.3991393148899078,1
KXBTC15M-26JAN180700-00,0.5415136814117432,1
KXBTC15M-26JAN180715-15,0.3992412388324737,0
KXBTC15M-26JAN180730-30,0.3050056099891662,1
KXBTC15M-26JAN180745-45,0.5041953921318054,1
KXBTC15M-26JAN180800-00,0.4747993052005768,0
KXBTC15M-26JAN180815-15,0.4564476609230041,0
KXBTC15M-26JAN180830-30,0.468587577342987,0
KXBTC15M-26JAN180845-45,0.4164275527000427,1
KXBTC15M-26JAN180900-00,0.5226110816001892,0
KXBTC15M-26JAN180915-15,0.3791142404079437,1
KXBTC15M-26JAN180930-30,0.814598023891449,0
KXBTC15M-26JAN180945-45,0.7048814296722412,0
KXBTC15M-26JAN181000-00,0.2085786610841751,0
KXBTC15M-26JAN181015-15,0.3983665406703949,1
KXBTC15M-26JAN181030-30,0.7637600302696228,1
